"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City","Location"
"vjfm","Alice Pizza (Central) [Extended Delivery]","Pizza",0.0,0,"hong kong","G/F & C/L, 18 Cochrane Street, Central,"
"sc19","Starbucks Coffee (Hong Kong Station)","Coffee",5.0,145,"hong kong","Concession HOK 3a & b LAR Hong Kong Station,"
"ufig","Bombay Dreams (Central)","Indian",4.9,125,"hong kong","1/F, Winning Centre, 46 Wyndham Street, Central,"
"qesl","The Diner Breakfast","American",0.0,0,"hong kong","Flat B, G/F, Winning Centre, 46-48 Wyndham Street, Central,"
"fq1p","Royal Italian","Pizza",4.8,56,"hong kong","1/F, 7 Li Yuen Street West, Central,"
"v2gx","TP Tea (Central Flagship Shop)","Bubble Tea",4.9,1592,"hong kong","Shop C1, G/F, World-wide House, 19 Des Voeux Road Central, Central,"
"w8py","Tram View Cafe","Western",4.2,12,"hong kong","Flat A, G/F, 2 Tramway Path, Central,"
"w5jv","The China Bar (Central)","Western",5.0,36,"hong kong","Shop C, G/F, Ho Lee Commercial Building, 38-44 D'Aguilar Street, Central,"
"i787","Moonkok_FOCO(Central)","Coffee",0.0,0,"hong kong","1/F, FOCO, 48 Cochrane Street, Central,"
"ujqd","Yang Guo Fu Mala Tang","Chinese",4.7,180,"hong kong","Shop G04 & G06, G/F, Nexxus Building, 41 Connaught Road Central, Central,"
"qh86","Best Together Bar & Grill","Japanese",0.0,0,"hong kong","26/F, Stanley 11, 11 Stanley Street, Central,"
"rm5k","Chuan Yue Lou","Chinese",5.0,333,"hong kong","7/F, Coda Plaza, 51 Garden Road, Mid-Levels,"
"w6tp","Nijuuichi Don (Central)","Japanese",4.8,806,"hong kong","G/F, 33 Stanley Street, Central,"
"y145","Orka Restaurant & Specialty Cafe","Western",4.9,52,"hong kong","G/F, Win Hing House, 36 Wyndham Street, Central,"
"x1wb","Banh Mi Kitchen (Central)","Vietnamese",4.9,853,"hong kong","Shop 5, G/F, Prosperity Tower, 39 Queen's Road Central, Central,"
"djl8","Le Jardin","",0.0,0,"hong kong","Flat M, 1/F, Winner Building, 8-16 Wing Wah Lane, Central,"
"d4sq","Maan6","Hong Kong",5.0,903,"hong kong","Shop 7, G/F, Prosperity Tower, 39 Queen's Road Central, Central,"
"s4wj","Jashan","Curry",4.9,1139,"hong kong","1/F, Amber Lodge, 23 Hollywood Road, Central,"
"s3ul","Braza Churrascaria Brazilian Steakhouse","",4.9,91,"hong kong","3/F, Grand Progress Building, 15-16 Lan Kwai Fong, Central,"
"w4bz","Ramen Bari-Uma (Central)","Ramen",4.9,117,"hong kong","G/F, 22 D'Aguilar Street, Central,"
"r7gr","Five Guys (Central)","Burgers",4.9,3138,"hong kong","B/F & G/F, Manning House, 48 Queen's Road Central, Central,"
"w8sc","Tim Ho Wan Dim Sum Restaurant (Central)","Dim Sum ",4.9,5023,"hong kong","Shop 12B, L1/F, Hong Kong MTR Station, Central,"
"cuvf","PaPa Gomes 2.0","Western",5.0,30,"hong kong","Shop 1, G/F, Amber Lodge, 23 Hollywood Road, Central,"
"e62d","Yo Mama Frozen Yogurt (IFC)","Dessert",5.0,32,"hong kong","Shop 3098A, Podium 3/F, IFC Mall, 8 Finance Street, Central,"
"gd13","Dragon Barbecue Bar (Central) [Extended Delivery]","Skewers",0.0,0,"hong kong","Shop L & M, G/F, Block B, Winner Building, 8-16 Wing Wah Lane, Central,"
"mya5","Chart Coffee (Central Market)","Coffee",5.0,217,"hong kong","Shop 218, 2/F, Central Market, 93 Queen's Road Central, Central,"
"v6ab","DiVino Wine Bar & Restaurant","Italian",4.9,36,"hong kong","G/F, Winsome House, 73 Wyndham Street, Central,"
"ehfz","Veggie4Love","International",4.9,31,"hong kong","10/F, Stanley 11, 11 Stanley Street, Central,"
"b0ir","Top Blade Steak Lab VS PPPP","Burgers",5.0,88,"hong kong","Shop 11, G/F, Stanley, 11 Stanley Street, Central,"
"s7lr","Ding Dim 1968","Dim Sum ",4.9,2138,"hong kong","Shop A, G/F, Sunny Building, 59 Wyndham Street, Central,"
"jk3f","Japanese Style Seasoned Rice","Japanese",4.8,191,"hong kong","Shop A, G/F, World Trust Tower, 50 Stanley Street, Central,"
"s3cv","Wah Fung (Central)","Hong Kong",4.8,1318,"hong kong","Shop A, B & E, G/F, Hung Kei Mansion, 5-8 Queen Victoria Street, Central,"
"u9am","Breakfast Burgers and Toasties","International",0.0,0,"hong kong","G/F, 4 Li Yuen Street East, Central,"
"w4zn","Peking Garden Restaurant (Alexandra House)","Beijing",5.0,33,"hong kong","Shop B1 at B1/F & B2/F, Alexandra House, 16-20 Chater Road, Central,"
"w8rn","SPIGA","Pizza",2.1,41,"hong kong","3/F, LHT Tower, 31 Queen's Road Central, Central,"
"yn4s","Onefood Rice Roll (Central)","Hong Kong",4.9,529,"hong kong","Shop 6, G/F, Prosperity Tower, 39 Queen's Road Central, Central,"
"aogv","Toasted Deli","International",4.9,130,"hong kong","G/F, 4 Li Yuen Street East, Central,"
"l0jf","Trois Cafe (Central Building)","International",5.0,550,"hong kong","Shop 109, 1/F, Central Building, 1-3 Pedder Street, Central,"
"s9wx","Grill ขุนทอง (Central)","Thai",4.9,1691,"hong kong","G/F, Tak Woo House, 17-19 D'Aguilar Street, Central,"
"s2ae","Zenon Cafe","Western",4.1,105,"hong kong","G/F, Tung Chai Building, 86 Wellington Street, Central,"
"a3qs","Dumpling Yuan","Dumpling",4.5,482,"hong kong","Shop 1, G/F, Jade Centre, 98 Wellington Street, Central,"
"qum2","#bistrocity (City Hall)","Cha Chaan Teng",0.0,0,"hong kong","1/F, City Hall Low, Block, 5 Edinburgh Place, Central,"
"x6nb","Shanghai Garden (Exchange Square)","Shanghainese",5.0,11,"hong kong","Shop 402, 4/F, One Exchange Square, 8 Connaught Place, Central,"
"fqgy","Spicy Egg","Asian",3.6,11,"hong kong","Shop 3, G/F, Tak Woo House, 1-3 Wo On Lane, Central,"
"s5rv","Home.Dumpling (Central)","Dumpling",4.9,1064,"hong kong","G/F, 25 Li Yuen Street East, Central,"
"suhf","New York Cut","Burgers",0.0,0,"hong kong","2/F, H Queen’s, 80 Queen's Road Central, Central,"
"l0o4","Dr. BBQ [Extended Delivery]","Siu Mei",0.0,0,"hong kong","Shop HOK 67, 1/F, Hong Kong MTR Station, Central,"
"e8rv","Cotton Tree Cafe","Hong Kong",4.9,261,"hong kong","G/F, Hong Kong Squash Centre, 23 Cotton Tree Drive, Admiralty,"
"cr0r","Jiang Nan by Crystal Jade (IFC)","Chinese",4.8,270,"hong kong","Shop 2018-2020, Podium Level 2, IFC Mall, 1 Harbour View Street, Central,"
"v1iw","Café Crêpe (Central)","",4.9,223,"hong kong","G/F, 15B Wellington Street, Central,"
"btz5","Swiss Cafe (Central)","Hong Kong",4.8,105,"hong kong","G/F, Sunny Building, 12-16 Li Yuen Street West, Central,"
"msg7","Emerald","International",5.0,124,"hong kong","6/F, M88, Wellington Place, 2-8 Wellington Street, Central,"
"zbg4","Quiero Más Restaurant and Bar","Spanish",0.0,0,"hong kong","20/F, M88, Wellington Place, 2-8 Wellington Street, Central,"
"tvof","Yum Yum Goose & Co. (Central) [Extended Delivery]","Chiu Chow",4.5,21,"hong kong","Shop B, G/F, Winway Building, 50 Wellington Street, Central,"
"s73v","Balady Lounge","Mediterranean",0.0,0,"hong kong","Shop H, G/F, Block A, Winner Building, 15 Wing Wah Lane, Central,"
"zu9j","Espuma (Wellington Place)","Spanish",4.9,11,"hong kong","17/F, Wellington Place, 2-8 Wellington Street, Central,"
"x8xy","The Square (Exchange Square)","Chinese",4.4,20,"hong kong","Shop 401, 4/F, Podium, Two Exchange Square, 8 Connaught Place, Central,"
"k7ur","Caligari","Curry",4.8,36,"hong kong","Shop F, 2/F, Entertainment Building, 30 Queen's Road Central, Central,"
"l78w","Trinity Dumpling (Central)","Dumpling",4.9,178,"hong kong","G/F, 7 Li Yuen Street West, Central,"
"ejkz","O'taste (Central)","Korean",4.9,2389,"hong kong","Ground Floor of Lap Fai Building, No. 24 Li Yuen Street West, HK,"
"o4cm","Yifang Taiwan Fruit Tea (Central Market)","Taiwanese",4.9,90,"hong kong","111, 1/F, Central Market, 93 Queen’s Road Central, Central,"
"zswb","Home Noodles (Central)","Hong Kong",4.9,267,"hong kong","G/F & C/L, 61 Wellington Street, Central,"
"kmb3","SHÈ [Pandago]","Hong Kong",0.0,0,"hong kong","Shop 3025-3026 & 3031-3066, 3/F, ifc mall, 8 Finance Street, Central,"
"hose","Ma…and The Seeds of Life [pandago]","Western",0.0,0,"hong kong","Shop 11, 1/F, H18 Conet, 23 Graham Street, Central,"
"poxo","Attap (Central)","Hainan chicken",4.8,94,"hong kong","Shop G16-19, G/F, Central Market, 93 Queen's Road Central, Central,"
"s8jv","Pampas Argentinean Steak House","",4.8,56,"hong kong","G/F, 36 Elgin Street, Central,"
"vsnc","Kyung Yang Katsu","Korean",5.0,51,"hong kong","G/F, 59 Elgin Street, Central,"
"bsyh","In's Thai","Thai",4.8,44,"hong kong","Shop D2, UG/F, Far East Finance Centre, 16 Harcourt Road, Admiralty,"
"czn5","Can Lah (IFC Mall)","Southeast Asian",0.0,0,"hong kong","Shop 3075, 3/F, IFC Mall, 8 Finance Street, Central,"
"m7zr","Mother Pearl (Central)","Bubble Tea",4.9,368,"hong kong","G/F, Lyndhurst Building, 29 Lyndhurst Terrace, Central,"
"d6ta","Breakfast Cottage","Western",5.0,28,"hong kong","G/F & 1/F, Treasure View Soho, 10-12 Staunton Street, Central,"
"w3dl","Wah Kee Restaurant","Hong Kong",4.8,208,"hong kong","G/F, 10 Staveley Street, Central,"
"ja4a","CU Noodles (Central)","Hong Kong",4.3,19,"hong kong","G/F, 82 Stanley Street, Central,"
"wb7m","Flat Iron Steak","Steak",4.4,12,"hong kong","G/F, 30 Hollywood Road, Central,"
"v4al","Chopsticks Kee","Hong Kong",4.7,577,"hong kong","Shop A1, G/F, Khuan Ying Commercial Building, 85-89 Wellington Street, Central,"
"kove","city'super Deli (Central)","International",0.0,0,"hong kong","Shop 1041-1049, 1/F, International Finance Centre Mall, 1 Harbour View Street, Central,"
"k9m2","Happiness With The Noodle","Cart Noodles",0.0,0,"hong kong","G/F, 10 Gilman's Bazaar, Central,"
"lw9i","Florence Trippa [Extended Delivery]","Italian",4.9,16,"hong kong","Shop E, G/F, 39-41 Caine Road, Mid-Levels,"
"mhzx","Uncle Miguel","Mexican",4.8,56,"hong kong","G/F, 49 Peel Street, Central,"
"h2oa","Zero One Coffee & Roastery (Central)","Coffee",0.0,0,"hong kong","UG/F, 83 Wellington Street, Central,"
"gpti","Right Hand Yaki","Japanese",4.5,33,"hong kong","G/F, 10 Tit Hong Lane, Central,"
"ybjd","Blazed (Central)","Western",4.8,161,"hong kong","Shop 1, G/F, Kar Ho Building, 35-39 Graham Street, Central,"
"pakd","chapter (ifc mall)","Pasta",0.0,0,"hong kong","Shop 1081, 1/F, IFC Mall, 8 Finance Street, Central,"
"v4yd","OneZo (Central)","Bubble Tea",4.9,212,"hong kong","Shop 2, G/F, Sun Fung Mansion, 52-60 Lyndhurst Terrace, Central,"
"z6v4","Poke Heart","Healthy",4.8,52,"hong kong","Shop G, G/F, New Central Mansion, 45 Gage Street, Central,"
"xp46","Sonny's Pizza","Pizza",4.1,46,"hong kong","Shop A, G/F, 1B Elgin Street, Central,"
"h6ag","Five Dragon Congee & Noodle Restaurant","Cha Chaan Teng",4.8,483,"hong kong","Shop 1-3, G/F, United Building, 17-19 Jubilee Street, Central,"
"pfhc","Flaming Burger","Burgers",0.0,0,"hong kong","G/F & C/L, Escapade, 55 Elgin Street, Central,"
"jrrd","Tai Thai Restaurant","Thai",4.4,71,"hong kong","2/F, Hollywood House, 27 Hollywood Road, Central,"
"mgu3","Guzzle (Central) [Extended Delivery]","Sandwich",0.0,0,"hong kong","Shop A2, G/F, Khuan Ying Commercial Building, 85-89 Wellington Street, Central,"
"x3tr","Ser Wong Fun","Hong Kong",4.3,388,"hong kong","G/F, Merlin Building, 30 Cochrane Street, Central,"
"d6er","Shady Acres","International",0.0,0,"hong kong","G/F, 46 Peel Street, Central,"
"pw7u","Shaka (Central)","Japanese",4.6,167,"hong kong","Shop 1, G/F, Kar Ho Building, 39 Graham Street, Central,"
"frdy","Cheeky Buns (Central) [Extended Delivery]","Burgers",0.0,0,"hong kong","Shop 5B, G/F, Cheung Fai Building, 45-47 Cochrane Street, Central,"
"nzmj","Aro Korean Restaurant","Korean",4.6,29,"hong kong","G/F, 28 Peel Street, Central,"
"s6hp","Prime Pho","Pho",4.9,688,"hong kong","Shop 10, 1/F, My Central, 23 Graham Street, Central,"
"w8pc","Staunton's Bar & Kitchen","International",4.6,119,"hong kong","G/F & 1/F, Treasure View Soho, 10-12 Staunton Street, Central,"
"v2wk","New Yuen Hing Roasted Meat Restaurant","Hong Kong",4.9,2195,"hong kong","G/F, Tin Chak Building, 34 Gilman's Bazaar, Central,"
"u0vx","Flat Iron Burger","Burgers",4.8,40,"hong kong","G/F, 27 & 29 Elgin Street, Soho, Central,"
"s7jb","Flaming Frango (Soho)","Western",4.9,1464,"hong kong","G/F & C/L, Escapade, 55 Elgin Street, Central,"
"nzdp","Hazel & Hershey Coffee Roasters [R]","Coffee",4.7,23,"hong kong","Shop 3, G/F, Ying Pont Building, 69 & 71 Peel Street, Central,"
"upn0","Root Vegan","Western",4.9,83,"hong kong","Shop 102-103, 1/F, Sunwise Building, 112-114 Wellington Street, Central,"
"mw8j","RightSideUp","American",0.0,0,"hong kong","G/F, 53 Peel Street, Central,"
"y9cg","El Cerdo (Central)","Spanish",4.9,26,"hong kong","G/F, 38 Elgin Street, Central,"
"ly6n","SOLEBREW - Cafe & Lounge","Coffee",0.0,0,"hong kong","G/F & B/F, 23 Staunton Street, Central,"
"cggw","WeBite Space","Bakery",5.0,32,"hong kong","Shop 3, 1/F, The Center, 99 Queen's Road Central, Central,"
"g6sx","Ever Shine","Western",4.8,212,"hong kong","G/F, 13 Peel Street, Central,"
"gz7q","Hanoi Street Cafe","Vietnamese",0.0,0,"hong kong","Shop 8, G, 8-12 Gilman's Bazaar, Central,"
"miqf","Chew Taiwan (Central Market)","Taiwanese",4.4,231,"hong kong","Shop G18, G/F, Central Market, 93 Queen's Road Central, Central,"
"v0fa","Kreta Ayer Hainan Chicken Specialist (Central)","Hainan chicken",4.9,633,"hong kong","G/F, Hop Hing Building, 30 Gilman's Bazaar, Central,"
"v4no","Noodles Family (Central)","Cart Noodles",4.9,1750,"hong kong","Shop C, G/F, Wing Yee Commercial Building, 3-7 Wing Kut Street, Central,"
"ro68","Sham Tseng Chan Kee Roasted Goose (Central Jubilee Street)","Siu Mei",4.6,252,"hong kong","G/F, 9 Jubilee Street, Central,"
"yu3i","Antonio (Central)","Mediterranean",4.5,15,"hong kong","G/F, 33 Staunton Street Soho Sheung Wan,"
"bg3s","Crewkies Cookies","Dessert",0.0,0,"hong kong","Shop 2, G/F, Kar Ho Building, 37 Graham Street, Central,"
"rel2","Cha Chaan Teng","Cha Chaan Teng",4.8,36,"hong kong","Shop B, G/F, Sunwise Building, 112-114 Wellington Street, Central,"
"v0vc","Affinity Kitchen (Central)","Singaporean",4.9,863,"hong kong","G/F, Winhong Building, 18 Gilman's Bazaar, Central,"
"gox2","J&G Fried Chicken (Central)","Fried Chicken",4.9,439,"hong kong","Shop 246A, 2/F, Central Market, 93 Queen's Road Central, Central,"
"n3km","Tuk Tuk Thai Restaurant","Thai",4.8,328,"hong kong","G/F, 30 Graham Street, Central,"
"x73u","Hung Fat Tea Co.","Chinese",0.0,0,"hong kong","G/F, New York House, 60 Connaught Road Central, Central,"
"usn0","MAQLA","Sichuan",4.8,51,"hong kong","Shop A, G/F, Ka Yee Court, 23 Mosque Street, Mid-Levels, 中環"
"hei5","WestCoast Cafe","Coffee",4.6,17,"hong kong","Shop I, UG/F, The L. Place, 139 Queen's Road Central, Central,"
"d0m6","Lin Heung Roast","Cantonese",0.0,0,"hong kong","G/F,  Tsang Chiu Ho Building, 160-164 Wellington Street, Central,"
"v6zg","Sobremesa","Spanish",4.7,103,"hong kong","G/F, 9 Elgin Street, Central,"
"m07b","Cupping Room (Central)","Western",0.0,0,"hong kong","1/F, Hilltop Plaza, 49 Hollywood Road, Central,"
"w5cx","Ippudo HK (Admiralty)","Ramen",4.8,738,"hong kong","Shop F04-F06, 1/F, Queensway Plaza, 93 Queensway, Admiralty,"
"v3sg","Yao Sushi Takeaway","Japanese",5.0,1070,"hong kong","Shop 2A, LG/F, Floral Tower, 1-9 Mosque Street, Mid-Levels,"
"t9ul","Blaze Craft","Spanish",0.0,0,"hong kong","G/F, Winning House, 26-28 Hollywood Road, Central,"
"p6sk","Al Dente (Staunton Street)","Italian",4.8,323,"hong kong","G/F, 16 Staunton Street, Central,"
"dp7j","obp","Korean",4.6,27,"hong kong","LG/F, Hollywood Commercial House, 3-5 Old Bailey Street, Central,"
"v7rs","Kiu Heung Yun Nan Rice Noodles (Central)","Chinese",4.9,2367,"hong kong","G/F, 91 Wellington Street, Central,"
"w6ei","House of Avocado","Western",4.9,154,"hong kong","G/F, Chui Man House, 7 Staunton Street, Central,"
"i670","Pulau (Central)","Singaporean",4.8,755,"hong kong","Shop G19, G/F, Central Market, 93 Queen's Road Central, Central,"
"s9gd","Café bar on 8","International",4.9,62,"hong kong","8/F, St. John Tower, 2 Macdonnell Road, Mid-Levels,"
"tyrn","FOODBOX (Central)","Western",0.0,0,"hong kong","Shop HOK 68, MTR Hong Kong Station, Central,"
"djdu","RaRe Restaurant (Connaught Road Central)","International",0.0,0,"hong kong","Shop B, G/F, 50 Connaught Road Central, Central,"
"v0uj","Uncle Pizza, Pasta & Grill","Western",4.5,192,"hong kong","G/F, 25 Elgin Street, Central,"
"ex58","Pho Nho (Central)","Pho",4.7,85,"hong kong","Shop G16, G/F, Central Market, 93 Queen's Road Central, Central,"
"a37u","Uoya Zen [Extended Delivery]","Japanese",5.0,56,"hong kong","Portion B of G/F, 108-110 Wellington Street, Central,"
"s3ku","Nepal Nepalese Cuisine","Asian",2.8,142,"hong kong","G/F, 14 Staunton Street, Central,"
"k8pz","Like You","Sichuan",0.0,0,"hong kong","G/F & C/L, Gilman Ladaar Building, 24 Gilman's Bazaar, Central,"
"uc5x","Lau Bistro","Western",5.0,190,"hong kong","G/F, 46 Gage Street, Central,"
"yg36","Cafe Another (Des Voeux Road Central) [Extended Delivery]","Japanese",4.9,57,"hong kong","G/F, Far East Consortium Building, 115 Des Voeux Road Central, Central,"
"yb19","La Camionetta","Pizza",4.9,1058,"hong kong","Shop A, Wai Yuen Building, 12 Elgin Street, Central,"
"kf9y","Hanamaruken Ramen","Japanese",0.0,0,"hong kong","G/F, 39-43 Hollywood Road, Central,"
"v2tt","Shiki Etsu Japanese Restaurant (Central)","Japanese",4.5,267,"hong kong","UG,Far East Finance Centre, 16 Harcourt Road, Admiralty,"
"vcf5","Kaazi Restaurant & Bar","Western",0.0,0,"hong kong","G/F & Flat Roof Thereof, 21 Staunton Street, Central,"
"s7vy","GURU Indian Restaurant","Indian",4.7,534,"hong kong","G/F, Tai Lee Building, 17 Elgin Street, Central,"
"s6tr","Bouchon Bistro Francais","French",4.9,198,"hong kong","G/F, 49 Elgin Street, Central,"
"w2hp","Wingman (Central)","Western",4.9,1121,"hong kong","6/F, Cheung Hing Commercial Building, 37-43 Cochrane Street, Central,"
"s3np","La'taste Vietnamese Cuisine (Admiralty)","Vietnamese",4.7,789,"hong kong","Shop C2, G/F, Far East Finance Centre, 16 Harcourt Road, Admiralty,"
"xv1s","Teanother","Drinks",0.0,0,"hong kong","G/F, Far East Consortium Building, 115 Des Voeux Road Central, Central,"
"bmkr","Ming Viet PHO (Jubilee Street) [Extended Delivery]","Pho",0.0,0,"hong kong","G/F, Fu Hing Building, 11 Jubilee Street, Central,"
"ka90","Infinitea (Central)","Bubble Tea",4.9,174,"hong kong","G/F, 20 Gilman's Bazaar, Central,"
"v0gv","Viet Tasty","Vietnamese",4.7,478,"hong kong","Shop 1, G/F, Dragon Court, 28 Caine Road, Mid-Levels,"
"wt0i","Lin Heung Tea","Lemon Tea",4.9,10,"hong kong","G/F & 1/F, Tsang Chiu Ho Building, 160-164 Wellington Street, Central,"
"sl4o","Sichuan Yuet Delicacy","Sichuan",4.9,247,"hong kong","Shop I, G/F & M/F, Welley Building, 97 Wellington Street, Central,"
"s8xg","Kenko Syokuhin Ramen (Central)","Japanese",4.9,323,"hong kong","Shop B-D, G/F, Welley Building, 97 Wellington Street, Central,"
"xda0","Chaska","Indian",5.0,81,"hong kong","Shop 2, G/F, Midland Court, 58-62 Caine Road, Central,"
"z0bz","La Pampa Argentinian Steak House","",0.0,0,"hong kong","G/F, 32 Staunton Street, Central,"
"s7ej","Mostaccioli Brothers - Mo Bros","Italian",5.0,895,"hong kong","B/F & G/F, 16 Elgin Street, Central,"
"v2sa","Good Companion","Hong Kong",4.9,276,"hong kong","G/F, 59A Peel Street, Central,"
"l6pt","Sweet Heart Fresh Juice","Hong Kong",5.0,46,"hong kong","Shop B, G/F, 101 Wellington Street, Central,"
"q0yk","Shugetsu (Central)","Ramen",5.0,867,"hong kong","G/F, 5 Gough Street, Central,"
"bbow","Daily Shokudo","Korean",0.0,0,"hong kong","Shop 205B, 2/F, Low Block, Grand Millennium Plaza, 181 Queen's Road Central, Sheung Wan,"
"oawy","TEAHOUSE/BARHOUSE@wellwellwell (Pacific Place)","International",0.0,0,"hong kong","Shop 2, LG1/F, Pacific Place, 88 Queensway, Admiralty,"
"kzdp","Emmer Pizzeria & Café","Western",4.7,237,"hong kong","Shop 407, 4/F, Pacific Place, 88 Queensway, Admiralty,"
"x7zv","Chicha (Sheung Wan)","Bubble Tea",4.9,1409,"hong kong","G/F, 14 Bonham Strand, Sheung Wan,"
"w4gb","Point One Bar","Japanese",4.5,42,"hong kong","G/F, 33 Wing Wo Street, Central,"
"w0gg","Agora Takeaway Kebab","Kebab",5.0,566,"hong kong","Shop 1B, G/F, 29-31 Hillier Street, Sheung Wan,"
"s5lq","Katong Laksa Prawn Mee","Singaporean",4.8,618,"hong kong","G/F, Golden Building, 8-10 Mercer Street, Sheung Wan,"
"s424","Meanwhile Coffee","Western",5.0,159,"hong kong","Shop F2, LG/F, Hillier Building, 33 Hillier Street, Sheung Wan,"
"c3pz","Tori Yoichi (Central)","Japanese",5.0,1,"hong kong","Shop C, G/F, 174-178, Wellington Street, Central,"
"u5nw","Metropol Restaurant (Admiralty)","Cantonese",4.9,87,"hong kong","4/F, United Centre, 95 Queensway, Admiralty,"
"y2f5","Remedy Me@wellwellwell (Pacific Place)","Hong Kong",0.0,0,"hong kong","Shop 002, LG1/F, Pacific Place, 88 Queensway, Admiralty,"
"v4ym","United Cafe","Cha Chaan Teng",4.8,455,"hong kong","Shop 2020, 2/F, United Centre, 95 Queensway, Admiralty,"
"v8ie","Morikawa Bento (Admiralty)","Japanese",4.5,175,"hong kong","Shop 90, 2/F, Admiralty Centre, 18 Harcourt Road, Admiralty,"
"w5xv","Brunch Club","Western",5.0,438,"hong kong","G/F, 70 Peel Street, Central,"
"vgep","Yakiniku Horumon Matchan","Japanese",0.0,0,"hong kong","G/F, 24 Gough Street, Central,"
"yjax","Mi Luck Snack Shop","Hong Kong",4.0,35,"hong kong","Shop 103-104, 2/F, Tower 2, Admiralty Centre, 18 Harcourt Road, Admiralty,"
"s812","Huong Vi Quan Viet Bac Vietnamese","Pho",4.9,479,"hong kong","Shop E, G/F, Willy Commercial Building, 28-36 Wing Kut Street, Central,"
"ojq7","Free D Coffee (Sheung Wan)","Coffee",5.0,28,"hong kong","Shop 4, G/F, Teda Building, 87 Wing Lok Street, Sheung Wan,"
"jshh","Siony's Lutong Bahay","Filipino",4.9,326,"hong kong","3rd floor, the Hive, 33-35 Hillier St, Sheung Wan, Hong Kong,"
"hut1","ACED Bar & Restaurant","Western",0.0,0,"hong kong","Shop B, LG/F, Ming Hing House, 52-56 Staunton Street, Central,"
"v4cy","Loong Moon","Cha Chaan Teng",4.7,32,"hong kong","Shop 99, 2/F, Tower 2, Admiralty Centre, 18 Harcourt Road, Admiralty,"
"h6im","Common Ground","Coffee",4.9,21,"hong kong","G/F, 19 Shing Wong Street, Central,"
"prxm","Mango Madness (Admiralty)","Hong Kong",0.0,0,"hong kong","Shop D02B, 1/F, Lab Concept, Queensway Plaza, 93 Queensway, Admiralty,"
"woo5","Heart Kitchen","Hong Kong",4.9,21,"hong kong","G/F, 11A Mercer Street, Sheung Wan,"
"zzc9","Ming Viet Vietnamese Cuisine (Des Voeux Road) [Extended Delivery]","Pho",0.0,0,"hong kong","G/F (Portion) & B/F, Amtel Building, 144-148 Des Voeux Road Central, Central,"
"ptlc","Karui Bento (Sheung Wan)","Japanese",0.0,0,"hong kong","Shop 106, 1/F, Infinitus Plaza, 199 Des Voeux Road Central, Sheung Wan,"
"s0ls","Jervois Cafe (Sheung Wan)","Hong Kong",4.9,759,"hong kong","G/F, Wing Fat House, 3 Jervois Street, Sheung Wan,"
"s6pn","XOCO Mexican","Mexican",5.0,917,"hong kong","G/F, Ryan Mansion, 31-37 Mosque Street, Mid-Levels,"
"v4sw","Kiu Heung Yun Nan Rice Noodles (Sheung Wan)","Chinese",4.8,1438,"hong kong","G/F, On Wing Building, 79 Wing Lok Street, Sheung Wan,"
"ylys","Chicano","Mexican",4.9,75,"hong kong","G/F & 1/F, 15 Gough Street, Central,"
"ttww","Moment By Moment","Western",4.9,34,"hong kong","Shop H102, 1/F, Block B, Hollywood, PMQ, 35 Aberdeen Street, Central,"
"qr2s","Priyo Shaad (Sheung Wan)","International",0.0,0,"hong kong","G/F, 29 Aberdeen Street, Central,"
"nme0","Kong Rice [Extended Delivery]","Hong Kong",0.0,0,"hong kong","Room 601, 6/F, Cheungs Building, 1-3 Wing Lok Street, Sheung Wan,"
"mrya","Pa Shih (Central)","Dessert",5.0,267,"hong kong","G/F, 19 Gough Street, Central,"
"jup6","O WOW","Western",4.9,24,"hong kong","Shop F1, G/F, Hillier Building, 33 Hillier Street, Sheung Wan,"
"iv1x","Jessy Coffee Co.","Western",4.9,524,"hong kong","Unit H105, 1/F, Block B, PMQ, 35 Aberdeen Street, Central,"
"zrip","Relieve","Japanese",4.9,30,"hong kong","Shop 1, G/F, OVEST, 77 Wing Lok Street,"
"w2la","Mizimamei","Bubble Tea",4.9,1034,"hong kong","G/F, 16A Aberdeen Street, Central,"
"v7ql","Little Hanoi Pho (Sheung Wan)","Pho",4.8,980,"hong kong","Shop D, G/F, Willy Commercial Building, 28-36 Wing Kut Street, Central,"
"k6a3","Cô Thành (Admiralty)","Vietnamese",4.8,99,"hong kong","Shop No. 123 Level 1 Pacific Place 88 Queensway HK,"
"w1rp","Wing Wo Restaurant","Cha Chaan Teng",4.9,84,"hong kong","G/F, Wo Hing Commercial Building, 11 Wing Wo Street, Central,"
"osu5","Yea Jai Noodle (Sheung Wan)","Malaysian",0.0,0,"hong kong","Shop 6B, G/F, Sen Fat Building, 6 Bonham Strand, Sheung Wan,"
"x3rz","Thai Basil (Pacific Place)","Thai",4.4,204,"hong kong","Shop 112, 1/F, Pacific Place, 88 Queensway, Admiralty,"
"u2qt","CongeeDay (Central)","Congee",4.6,1057,"hong kong","SoupDay, G/F, Hung Cheong House, 5 Shin Hing Street, Central,"
"lmpx","Chi Yin House","Japanese",0.0,0,"hong kong","LG/F, 12 Gough Street, Central,"
"s9ux","Central Indian Restaurant","Curry",4.3,829,"hong kong","Room 101, 1/F, Cheung's Building, 1-3 Wing Lok Street, Sheung Wan, Sheung Wan"
